Race,Track,track,slug,track_id,Date,DriverName,,slug,driver_id,DriverStart,DriverFinish,DriverNum,DriverSponsor,DriverMake,DriverLaps,DriverLed,DriverStatus,DriverPts,,
1980 Hi Rev 150 Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,8-Jun-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,,,,,,,DNQ,,,
1980 Lake Geneva 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,17-Jun-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,15,,,Camaro,,,,,,
1980 Dairyland 150 Race No. 1,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,4-Jul-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,21,97,Car Parts,Cutlass,,,,,,
1980 Dairyland 150 Race No. 2,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,4-Jul-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,12,97,Car Parts,Cutlass,,,,,,
1980 Pepsi Cola 100 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,6-Jul-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,,,,,,,DNQ,,,
1980 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,15-Jul-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,11,,,Camaro,,,,,,
1980 NGK Spark Plug 150 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,24-Aug-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,17,79,,,,,,,,
1980 NGK Spark Plug 150 Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,24-Aug-80,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,9,79,,,,,,,,
1981 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,12-Apr-81,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,13,,,Camaro,,,,,,
1981 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,10,,,Camaro,,,,,,
1981 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,23-May-81,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,21,,,Camaro,,,,,,
1983 Chicagoland Opening Day Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,24-Apr-83,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,17,,,Camaro,49,,,,,
1983 ARTGO Fall Nationals Race No. 1,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-Oct-83,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,15,,,,,,,,,
1984 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,6-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,2,79,,Pontiac,84,,running,,,
1984 ARTGO Indiana Challenge Race No. 1,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,12-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,12,79,Port City Racing,Pontiac,50,,running,,,
1984 ARTGO Indiana Challenge Race No. 2,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,12-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,8,79,Port City Racing,Pontiac,50,,running,,,
1984 Chicagoland Showdown Race No. 1,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,4,,,,,,,,,
1984 Chicagoland Showdown Race No. 2,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,26-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,7,79,,Pontiac,50,,running,,,
1984 Miller High Life Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,15,,,Pontiac,49,,,,,
1984 Miller High Life Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,9,,,Pontiac,50,,running,,,
1984 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,17-Jul-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,4,,,,100,,running,,,
1984 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,21-Jul-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,14,,,,99,,,,,
1984 Molenaar Classic,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,20,,,,1,,,,,
1984 Summer Nationals Race No. 1,Minnesota State Fair Speedway,Minnesota State Fair,minnesota-state-fair-mn,128,1-Sep-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,4,,,,50,,running,,,
1984 Summer Nationals Race No. 2,Minnesota State Fair Speedway,Minnesota State Fair,minnesota-state-fair-mn,128,1-Sep-84,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,28,,,,12,,,,,
1985 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,21-Apr-85,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,9,,,,100,,running,,,
1986 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,4-May-86,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,4,,,,86,,running,,,
1986 Newscenter 11 Miller Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-86,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,14,,,,,,,,,
1986 Newscenter 11 Miller Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-86,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,13,,,,,,,,,
1987 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,5-Apr-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,9,79,Miller,T-Bird,87,,running,,,
1987 Opening Day 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,25-Apr-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,2,,,,100,,running,,,
1987 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,9-May-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,13,,,,100,,running,,,
1987 Cancer Fund Benefit 100,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,23-May-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,11,,,,99,,,,,
1987 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,11,,,,,,,,,
1987 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,25-May-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,15,,,,,,,,,
1987 London Free Press Canadian Challenge 100,Delaware Speedway,Delaware Speedway,delaware-speedway-onT,240,12-Jun-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,10,,,,100,,running,,,
1987 Auto City 100,Auto City Speedway,Auto City Speedway,auto-city-speedway-mi,239,14-Jun-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,5,,,,99,,,,,
1987 Minnesota 100,Raceway Park (MN),Raceway Park MN,raceway-park-mn-mn,159,23-Jun-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,5,,,,100,,running,,,
1987 Export Light 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,24-Jun-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,21,,,,9,,,,,
1987 4th of July Spectacular,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,4-Jul-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,3,,,,100,,running,,,
1987 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,18-Jul-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,22,,,,46,,,,,
1987 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,28-Jul-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,10,,,,99,,,,,
1987 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,5-Sep-87,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,23,,,,8,,,,,
1989 Miller High Life/TV-5 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,1-Aug-89,Bobby Dotter,Bobby Dotter,bobby-dotter,2321,,4,63,,Camaro,250,0,running,,,
1985 Kalamazoo Klassic 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,28-Jul-85,Bobby Blount,Bobby Blount,bobby-blount,2316,,10,,,,100,,running,,,
1993 Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,29-May-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,16,,,,97,,,,,
1993 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,5-Jun-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,4,,,,100,,,,,
1993 Miller Genuine Draft 100 (ARTGO),Elko Speedway,Elko Speedway,elko-speedway-mn,60,25-Jun-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,1,,,,100,,,,,
1993 Upper Peninsula 100,Norway Speedway,Norway Speedway,norway-speedway-mi,141,26-Jun-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,2,,,,100,,,,,
1993 Fair Days 100,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,30-Jun-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,4,,,,100,,,,,
1993 Pabst Light 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,7-Jul-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,18,31,USA Aluminum Fabrication,Olds,98,,,,,
1993 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,10-Jul-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,100,,,,,
1993 Harding's Friendly Markets Say No To Drugs 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,23-Jul-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,16,31,USA Aluminum Fabrication,Olds,99,,,,,
1993 ARTGO Summer Nationals,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,12,,,,98,,,,,
1993 Badger World Classic 50,Milwaukee Mile,Milwaukee Mile,milwaukee-mile-wi,125,1-Aug-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,25,,,,39,,,,,
1993 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,3-Aug-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,14,,,,245,,,,,
1993 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-Aug-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,1,,,,150,,,,,
1993 Miller Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,18-Sep-93,Bobby Blount,Bobby Blount,bobby-blount,2316,,19,,,,44,,,,,
1994 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Apr-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,4,,,,150,,,,,
1994 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,7-May-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,20,,,,51,,,,,
1994 Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,28-May-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,3,,,,100,,running,,,
1994 Miller Genuine Draft Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,30-May-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,7,,,,100,,,,,
1994 ARTGO Western Swing Race No. 1,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,17-Jun-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,9,,,,100,,,,,
1994 ARTGO Western Swing Race No. 2,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,18-Jun-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,7,,,,99,,,,,
1994 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Jul-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,9,,,,100,,running,,,
1994 Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,21-Jul-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,5,,,,100,,,,,
1994 Kalamazoo Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,22-Jul-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,11,,,,100,,running,,,
1994 Dixieland 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,2-Aug-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,14,,,,248,,,,,
1994 Johnson Service Center Summer Showdown 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,3-Sep-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,19,,,,66,,,,,
1994 ARTGO Western Swing Race No. 4,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,5-Sep-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,100,,,,,
1994 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,17-Sep-94,Bobby Blount,Bobby Blount,bobby-blount,2316,,8,,,,50,,running,,,
1995 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,9-Apr-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,149,,,,,
1995 Chicagoland Showdown,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,21-May-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,11,,,,100,,running,,,
1995 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,29-May-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,14,,,,99,,,,,
1995 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,16,,,,98,,,,,
1995 ARTGO Western Swing Country Mart 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,16-Jun-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,12,,,,100,,,,,
1995 ARTGO Western Swing Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,17-Jun-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,13,,,,100,,running,,,
1995 ARTGO Michigan Challenge,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,24-Jun-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,100,,running,,,
1995 LaCrosse Fairtime 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,12-Jul-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,22,,,,75,,,,,
1995 KC Colors World Cup 300,I-70 Motorsports Park,I-70 Motorsports Park,i70-motorsports-park-mo,243,1-Oct-95,Bobby Blount,Bobby Blount,bobby-blount,2316,,26,,,,116,,,,,
1996 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,31-Mar-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,150,,,,,
1996 Cabin Fever 100,Kalamazoo Speedway,Kalamazoo Speedway,kalamazoo-speedway-mi,238,21-Apr-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,1,,,,100,,running,,,
1996 Chicagoland Showdown,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,19-May-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,4,,,,100,,running,,,
1996 NAPA All-Star 100,LaCrosse Fairgrounds Speedway,LaCrosse Interstate Speedway,lacrosse-interstate-speedway-wi,100,26-May-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,9,,,,100,,,,,
1996 ARTGO Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,27-May-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,10,,,,99,,,,,
1996 Miller Genuine Draft 100 (ARTGO),Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,4-Jun-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,10,,,,99,,,,,
1996 Western Auto 100,Lakeside Speedway,Lakeside Speedway,lakeside-speedway-ks,249,14-Jun-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,5,,,,100,,,,,
1996 Ozark Challenge 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,15-Jun-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,9,,,,100,,,,,
1996 ARTGO Summer Nationals,Marshfield Motor Speedway,Marshfield Super Speedway,marshfield-super-speedway-wi,119,23-Jun-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,15,,,,99,,,,,
1996 Escape to Wisconsin 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,20-Jul-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,22,,,,78,,,,,
1996 Dixieland Challenge 250,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,6-Aug-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,26,,,,100,,,,,
1996 ARTGO Golden Sands 100,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,19-Aug-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,100,,,,,
1996 ARTGO USA Challenge,Bolivar Speedway,Bolivar Speedway,bolivar-speedway-mo,244,30-Aug-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,2,,,,100,,running,,,
1996 Johnson Service Center 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,31-Aug-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,3,,,,100,,running,,,
1996 ARTGO Tournament of Speed,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Sep-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,6,,,,100,,running,,,
1996 KC Colors World Cup 300,I-70 Motorsports Park,I-70 Motorsports Park,i70-motorsports-park-mo,243,28-Sep-96,Bobby Blount,Bobby Blount,bobby-blount,2316,,30,,,,41,,,,,
1997 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,10-May-97,Bobby Blount,Bobby Blount,bobby-blount,2316,22,12,31,"Big Rigs Truck & Trailer,K-Machine",Chevy,100,,,,,
1997 ARTGO Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-May-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,23,31,"Big Rigs Truck & Trailer,K-Machine",Chevy,23,,,,,
1997 ARTGO Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,26-May-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,25,,,,15,,,,,
1997 Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,1-Jun-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,28,,,,26,,,,,
1997 Miller Hawkeye 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,14-Jun-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,12,,,,100,,running,,,
1997 ARTGO 50,World Wide Technology Raceway at Gateway,World Wide Technology Raceway at Gateway,world-wide-technology-raceway-il,242,26-Jul-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,4,,,,40,,running,,,
1997 Golden Sands Stars and Cars 100,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,10-Aug-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,8,,,,100,,running,,,
1997 USA Challenge 100,Bolivar Speedway,Bolivar Speedway,bolivar-speedway-mo,244,29-Aug-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,8,,,,100,,,,,
1997 Johnson Service Center 100,Lebanon I-44 Speedway,Lebanon I-44 Speedway,lebanon-i44-speedway,248,30-Aug-97,Bobby Blount,Bobby Blount,bobby-blount,2316,,12,,,,100,,running,,,
1976 CAM2 Classic,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,9-May-76,Bobby Allison,Bobby Allison,bobby-allison,2311,,7,,,Camaro,,,,,,
1978 Tuesday Night Special,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,11-Jul-78,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,10,,,,,,,,,
1979 Hi/Rev 100,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,24-Jun-79,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,14,12,Summitt,AMC Concord,,0,,,,
1979 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,10-Jul-79,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,17,12,Summit Transport,,,,,,,
1980 Pepsi Cola 100 Race No. 1,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,6-Jul-80,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,10,99,Chevy Shop,Camaro,,,,,,
1980 Pepsi Cola 100 Race No. 2,Madison International Speedway,Capital Super Speedway,capital-super-speedway-wi,31,6-Jul-80,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,6,99,Chevy Shop,Camaro,,,,,,
1981 Dairyland 150 Race No. 1,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,9-Aug-81,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,10,99,"Prototype Racing Engines,Superamerica",Chevy,74,,,,,
1981 Dairyland 150 Race No. 2,Golden Sands Speedway,Golden Sands Speedway,golden-sands-speedway-wi,69,9-Aug-81,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,7,,,Chevy,75,,running,,,
1983 ARTGO Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,2-Aug-83,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,22,,,Camaro,,,,,,
1984 Miller High Life Spring Nationals Race No. 1,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-84,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,8,22,,Chevy,50,,running,,,
1984 Miller High Life Spring Nationals Race No. 2,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-84,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,14,22,"Miller High Life,Goodyear",Chevy,50,,running,,,
1984 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,17-Jul-84,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,1,22,"Miller High Life, G&G Trucking",1984 Firebird,100,,running,,,
1984 Molenaar Classic,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,24-Jul-84,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,3,,,,100,,running,,,
1984 Bobby Allison Night,Baer Field Motorsports Park,Baer Field Motorsports Park,baer-field-motorsports-park-in,236,31-Jul-84,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,1,22,Miller High Life,Firebird,100,77,running,,,
1985 Big A Minnesota Championship,Elko Speedway,Elko Speedway,elko-speedway-mn,60,5-Jul-85,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,20,,,,0,,,,,
1985 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,16-Jul-85,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,6,,,,99,,,,,
1985 Miller High Life Dixieland Challenge,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,7-Aug-85,Bobby Allison (AL),Bobby Allison,bobby-allison,2311,,24,,,,3,,,,,
1989 ARTGO Holiday Special Race No. 1,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Bob Brownell,Bob Brownell,bob-brownell,1767,,13,,,,,,,,,
1989 ARTGO Holiday Special Race No. 2,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,1-Jul-89,Bob Brownell,Bob Brownell,bob-brownell,1767,,11,,,,,,,,,
1989 All-Star 100,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,15-Aug-89,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,100,,running,,,
1989 ARTGO Summer Nationals,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,2-Sep-89,Bob Brownell,Bob Brownell,bob-brownell,1767,,12,,,,100,,running,,,
1990 ARTGO Spring Classic,Rockford Speedway,Rockford Speedway,rockford-speedway-il,174,8-Apr-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,10,,,,90,,running,,,
1990 Chicagoland Opener,Grundy County Speedway,Grundy County Speedway,grundy-county-speedway-il,77,28-Apr-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,7,,,,100,,running,,,
1990 WMUS Cancer Society Benefit,Berlin Raceway,Berlin Raceway,berlin-raceway-mi,234,26-May-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,13,,,,96,,,,,
1990 Miller Genuine Draft TV-5 Spring Nationals,Wisconsin International Raceway,Wisconsin International Raceway,wisconsin-international-raceway-wi,217,28-May-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,20,,,,96,,,,,
1990 Miller 100,Hawkeye Downs Speedway,Hawkeye Downs Speedway,hawkeye-downs-speedway-ia,241,6-Jun-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,14,,,,88,,,,,
1990 Parts Plus Chicagoland Showdown,Illiana Motor Speedway,Illiana Speedway,illiana-speedway-in,83,16-Jun-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,5,,,,100,,running,,,
1990 Grand Opening 100,Lake Geneva Raceway,Lake Geneva Raceway,lake-geneva-raceway-wi,105,26-Jun-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,9,,,,100,,running,,,
1990 Cabin Fever 100,Dells Raceway Park,Dells Motor Speedway,dells-motor-speedway-wi,49,30-Jun-90,Bob Brownell,Bob Brownell,bob-brownell,1767,,11,,,,100,,running,,,
